sourceSku,sourceBrand,sourceName,relationType,confidence,score,targetSku,targetBrand,targetName,matchTokens,patternLabel,sourceField,evidence
Q2M-PO1000M,GYEON,GYEON QM Polish Ara Kesim Hare Giderici Cila - 1000 ml,use_after,medium,14,26907.099.001,MENZERNA,MENZERNA Ağır Kesim Kalın Pasta Süngeri 2li Paket (Kırmızı) - 95mm,"agir,kesim,pasta",X sonrası(nda),description,[X sonrası(nda)] …olduğu durumlar için ideal çözümdür: • Ağır Kesim Pasta Sonrası Finiş: GYEON Q²M Compound gibi ağır kes…
Q2M-PPR1000M,GYEON,GYEON QM PPF Renew PPF Folyo Temizleyici Yenileyici Ve Koruyucu Pasta - 1000 ml,use_with,medium,14,418102,FLEX,FLEX PXE 80 10.8-EC Set Rotary/Orbital Akülü Nano Polisaj Makinesi Seti,"orbital,polisaj",X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …sırasında PPF’yi asla aşırı ısıtmayın. Orbital polisaj süngerleri ve uygun bir makine ile kullanılmasını önemle tavsiye ederiz.…
Q2M-TRC500M,GYEON,GYEON QM Trim Cleaner Anti-Statik Plastik Trim Vinil Motor Parçalara Özel Temizleyici - 500 ml,use_after,medium,14,74391,FRA-BER,"FRA-BER Polish Plus Antistatik Plastik, Trim, Vinil Yenileyici Bakım Spreyi (1:3 Konsantre) - 25 lt","antistatik,trim",X sonrası(nda),description,[X sonrası(nda)] …astiklerde derin temizlik Yüzeyi çizmez Q²M Preserve Mat UV koruma & antistatik katman Trim Cleaner sonrası Q²M InteriorDetailer Haftalık hızlı bak…
22029.261.001,MENZERNA,MENZERNA 3000 Standart Hare Giderici Cila - 1 lt,use_after,medium,13,22930.261.001,MENZERNA,Menzerna 1100 Keçe Uyumlu Kalın Pasta Agresif Çizik Giderici – 1 Lt,"agresif,pasta",X sonrası(nda),description,"[X sonrası(nda)] …in çözümdür: • Hologram ve Pus Giderme: Agresif pasta işlemleri sonrası yüzeyde kalan hareleri, hologramları ve…"
22203.261.001,MENZERNA,MENZERNA Cut Force Pro Altın Seri Ağır Çizik Giderici Kalın Pasta - 1 lt,use_with,medium,13,22029.261.001,MENZERNA,MENZERNA 3000 Standart Hare Giderici Cila - 1 lt,"cila,standart",X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …edilir. Pro-Tip: Gerçek Sonucu Görün Standart pasta-cila ürünleri ile uygulama yapıldığında yüzeyde kalan silikon ve d…
22911.261.001,MENZERNA,MENZERNA 3500 Premium Hare Giderici Cila - 1 lt,use_after,medium,13,22930.261.001,MENZERNA,Menzerna 1100 Keçe Uyumlu Kalın Pasta Agresif Çizik Giderici – 1 Lt,"agresif,pasta",X sonrası(nda),description,"[X sonrası(nda)] …rlanmıştır. • Hologram ve Hare Giderme: Daha agresif pasta uygulamaları sonrası yüzeyde kalan hareleri, hologramları ve…"
22992.261.001,MENZERNA,MENZERNA 3800 Süper Hare Giderici Cila - 1 lt,use_before,medium,13,700097,INNOVACAR,"INNOVACAR SC0 HYDRO SEALANT Hidrofobik Seramik Bazlı Nano Koruma - 4,54 lt","koruma,sealant",X öncesi(nde),description,"[X öncesi(nde)] …lgu maddesi içermeyen dürüst yapısıyla, koruma ürünleri (wax veya sealant) öncesi mükemmel yüzeyi hazırlamanızı sağlar.…"
22992.261.001,MENZERNA,MENZERNA 3800 Süper Hare Giderici Cila - 1 lt,use_after,medium,13,22930.261.001,MENZERNA,Menzerna 1100 Keçe Uyumlu Kalın Pasta Agresif Çizik Giderici – 1 Lt,"agresif,pasta",X sonrası(nda),description,"[X sonrası(nda)] …Senaryoları • Hare ve Hologram Giderme: Daha agresif pasta uygulamaları sonrasında yüzeyde kalan hareleri, hologramları ve…"
24011.261.080,MENZERNA,"MENZERNA Marin, Tekne Gelcoat Boya 3in1 Tek Adım Pasta Cila Koruma - 1 lt",use_before,medium,13,700097,INNOVACAR,"INNOVACAR SC0 HYDRO SEALANT Hidrofobik Seramik Bazlı Nano Koruma - 4,54 lt","koruma,sealant",X uygulamadan önce,description,"[X uygulamadan önce] …mi bittikten ve yüzeyi sildikten sonra, uzun süreli koruma sağlayacak bir marine wax veya sealant uygulamadan önce, yüzeyi GYEON Q²M Prep veya INNOVACAR D…"
700508,INNOVACAR,INNOVACAR S2 FOAMY Enzimli PH Nötr Yeşil Renkli Özel Kokulu Araç Yıkama Şampuanı - 1 lt,use_with,medium,13,SGGC091,SGCB,SGCB Tornador Foam Gun Hava Girişli Köpük Tabancası - 1000 ml,"kopuk,tornador",X ile (birlikte) kullan,description,[X ile (birlikte) kullan] …(40 – 20 ml ürün + 960 – 980 ml su). • Tornador veya köpük yapıcı aparatlar ile uygulayın. Ön Yıkama (Haftalık Kir): • Saf ve…
71331,FRA-BER,FRA-BER Cera Self Wax Koruyucu Ve Parlatıcı Hızlı Cila Vişne Kokulu (1:200 Konsantre) - 25 lt,use_after,medium,13,70616,FRA-BER,FRA-BER Bersolux Cilalı Köpüklü Manuel Araç Yıkama Şampuanı (1:120 Konsantre) - 25 kg,"manuel,yikama",X sonrası(nda),description,[X sonrası(nda)] …Miktarı (1L Çözelti için) Notlar Manuel Uygulama (Self Servis Tabanca) Standart Yıkama Sonrası 1:100 – 1:200 10 ml – 5 ml 990 ml – 995…
79292,INNOVACAR,INNOVACAR D2 CHECK Alkol Bazlı Yüzey Temizleyici Konsantre - 500 ml,use_before,medium,13,79296,INNOVACAR,INNOVACAR SC3 GLASS SEALANT Cam Su İtici Yağmur Kaydırıcı Nano Kaplama - 100 ml,kaplama,X öncesi(nde),description,"[X öncesi(nde)] …zey Temizleyici Konsantre – 500 ml INNOVACAR D2 CHECK’İN FAYDALARI | Kaplama Öncesi Temizlik, Kusursuz Uyum Innovacar D2…"
79292,INNOVACAR,INNOVACAR D2 CHECK Alkol Bazlı Yüzey Temizleyici Konsantre - 500 ml,use_after,medium,13,Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,"kaplama,oncesi",X sonrası(nda),description,[X sonrası(nda)] …yüksek etkili bir yağ ve mum çözücüdür. Klasik IPA çözücülere göre daha uzun çalışma süresi sunar ve hem kaplama öncesi hem de sonrası yüzey düzeltme işlemlerinde güvenle kul…
GPRO060,MG PS,MG PS Hare/Hologram Giderici Cila Süngeri Flat (Sarı) 60 mm Mini Polisaj Makinesi Uyumlu,use_with,medium,13,GPRO6555,MG PS,MG PS Hare Giderici Cila Süngeri 65/55 mm 5'li Paket (Sarı)- Mini Polisaj Makinesi Uyumlu,"giderici,hare",X ile (birlikte) kullan,faq#1120,[X ile (birlikte) kullan] …Final Finish serisi ve hare giderici cilalar ile kullanılır.…
GPRO180F-C,MG PS,MG PS Orbital Hare/Hologram Giderici Cila Süngeri (Sarı) - 175/155 mm,use_with,medium,13,GPRO6555,MG PS,MG PS Hare Giderici Cila Süngeri 65/55 mm 5'li Paket (Sarı)- Mini Polisaj Makinesi Uyumlu,"giderici,hare",X ile (birlikte) kullan,faq#1077,"[X ile (birlikte) kullan] …Final Finish serisi, hare giderici cilalar ve tek adım cilaları ile kullanılır.…"
GPRO200F,MG PS,MG PS Rotary Hare/Hologram Giderici Cila Süngeri (Sarı) - 200 mm,use_with,medium,13,GPRO6555,MG PS,MG PS Hare Giderici Cila Süngeri 65/55 mm 5'li Paket (Sarı)- Mini Polisaj Makinesi Uyumlu,"giderici,hare",X ile (birlikte) kullan,faq#1105,[X ile (birlikte) kullan] …Final Finish serisi ve hare giderici cilalar ile kullanılır.…
MGPS-6031B-P,MG PS,MG PS Mikrofiber El Kil Pedi 12x9 cm (Kırmızı) - Süngerli Clay Pad Sponge Block,use_after,medium,13,79292,INNOVACAR,INNOVACAR D2 CHECK Alkol Bazlı Yüzey Temizleyici Konsantre - 500 ml,"check,d2",X sonrası(nda),description,[X sonrası(nda)] …en silmek için ideal mikrofiber bez. • INNOVACAR D2 Check veya Gyeon Prep – Kil sonrası yağ ve kimyasal kalıntıları giderir.…
MGPS-6046F2R,MG PS,MG PS Yedek Cırtlı El Kil Pedi (2 Adet) 12x8 cm - Aplikatör Clay Pad Sponge Block,use_after,medium,13,79292,INNOVACAR,INNOVACAR D2 CHECK Alkol Bazlı Yüzey Temizleyici Konsantre - 500 ml,"check,d2",X sonrası(nda),description,[X sonrası(nda)] …e EVO – Yüzeyi çizmeden silmek için. • INNOVACAR D2 Check / Gyeon Prep – Kil sonrası yağ ve kimyasal kalıntıları kaldırır.…
MGPS-6046R,MG PS,MG PS Aplikatörlü El Kil Pedi 12x8 cm (Kırmızı) - Cırtlı Clay Pad Sponge Block,use_after,medium,13,79292,INNOVACAR,INNOVACAR D2 CHECK Alkol Bazlı Yüzey Temizleyici Konsantre - 500 ml,"check,d2",X sonrası(nda),description,[X sonrası(nda)] …en silmek için ideal mikrofiber bez. • INNOVACAR D2 Check veya Gyeon Prep – Kil sonrası yağ ve kimyasal kalıntıları temizler.…
PU140F-C,MG PS,MG PS Orbital Ekstra Hare/Hologram Giderici Thinline Sünger (Mor) - 140/130x15 mm,use_with,medium,13,GPRO6555,MG PS,MG PS Hare Giderici Cila Süngeri 65/55 mm 5'li Paket (Sarı)- Mini Polisaj Makinesi Uyumlu,"giderici,hare",X ile (birlikte) kullan,faq#1075,[X ile (birlikte) kullan] …Final Finish serisi ve ultra hare giderici cilalar ile kullanılır.…
Q2-OLE100M,GYEON,GYEON Q One EVO Light Box Seramik Kaplama - 100ml - 9H Oto Boya Koruma-Su İtici,use_after,medium,13,Q2M-CDYA1000M,GYEON,GYEON QM CeramicDetailer Seramik Yüzey Detaylandırıcı ve Parlatıcı - 1000 ml -Su İtici Oto Cila,ceramicdetailer,X sonrası(nda),description,[X sonrası(nda)] …dayanım artırma Sertleşmeyi hızlandırır Q²M CeramicDetailer Düzenli hidrofobi ve parlaklık yenileme Yıkama sonrası taze görünüm sağlar Q²M QuickDetailer A…
Q2M-CLR500M,GYEON,GYEON QM Clay Lube REDEFINED Kil Kaydırıcı Yoğun Konsantre - 500 ml,alternatives,medium,13,79301,INNOVACAR,INNOVACAR W1 QUICK DETAILER Yüzey Koruyucu ve Parlatıcı Hızlı Cila - 500 ml,"detailer,quick",X yerine kullan,description,[X yerine kullan] …nt/seramik tabakalara zarar vermez. Q: Quick detailer yerine kullanabilir miyim? A: Ürün sadece kaydırıcıd…
Q2M-CLR500M,GYEON,GYEON QM Clay Lube REDEFINED Kil Kaydırıcı Yoğun Konsantre - 500 ml,use_with,medium,13,MGPS-6031B-P,MG PS,MG PS Mikrofiber El Kil Pedi 12x9 cm (Kırmızı) - Süngerli Clay Pad Sponge Block,"kil,mikrofiber",X ile öneri,faq#2858,[X ile öneri] …Kullanmadan önce seyreltmenizi öneririz — seçili çalışma paneline bolca sıkın — kil işlemine devam edin — fazla ürünü mikrofiber ile çıkarın.…
Q2M-IDYA4000M,GYEON,GYEON QM İnteriorDetailer Araç İçi Bakteri Virüs Temizleyici - 4000 ml -Alkol Bazlı Dezenfektan,use_before,medium,13,Q2-TRE30M,GYEON,GYEON Q Trim EVO Plastik Koruyucu Ve Solmuş Plastik Yenileyici Seramik Kaplama - 30ml,plastik,X öncesi(nde),description,[X öncesi(nde)] …Son parlatma Hassas yüzeylerde güvenli GYEON Q²M VinylCleaner Derin plastik temizliği InteriorDetailer öncesi GYEON Q²M LeatherCleaner Derin deri arı…
Q2M-LWE40402P,GYEON,GYEON QM LeatherWipe EVO Deri Aksamlara Özel Temizleme Bezi 2'li Paket - 40x40 cm,use_with,medium,13,Q2M-SPE,GYEON,GYEON Q2M Scrubpad Evo Deri ve Plastikler İçin Çift Taraflı Temizlik Aplikatörü,"deri,temizlik",X ile (birlikte) kullan,faq#1009,"[X ile (birlikte) kullan] …Evet, deri temizlik ve koruma ürünleri ile birlikte kullanım için idealdir.…"
Q2M-OR500M,GYEON,GYEON QM OdorRemover Kötü Koku Giderici Sprey- 500 ml -Çok Amaçlı Geniş Alan Kokusu,use_before,medium,13,Q2M-IDYA4000M,GYEON,GYEON QM İnteriorDetailer Araç İçi Bakteri Virüs Temizleyici - 4000 ml -Alkol Bazlı Dezenfektan,interiordetailer,X öncesi(nde),description,[X öncesi(nde)] …mlayıcı Ürünler Ürün Amaç Uyumluluk Q²M InteriorDetailer Toz & hafif kir temizliği Püskürtme öncesi yüzey hazırlığı Q²M OdorRemover Pads S…
Q2M-PWE4040C,GYEON,GYEON QM PolishWipe EVO Lazer Kesim Çift Yönlü Cila Bezi - 40x40 cm,use_before,medium,13,Q2-PC100M,GYEON,GYEON Q PurifyCoat Antibakteriyel Yüzey Koruma Seramik Kaplama - 100 ml -12 Ay Dayanım,"kaplama,yuzey",X öncesi(nde),description,"[X öncesi(nde)] …ek bezle hızlı, iz bırakmayan sonuç. • Yüzey Kontrolü / Inspection – Kaplama öncesi yağ ve tozu siler, boya çıplak hâlini g…"
Q2M-SDE7090C,GYEON,GYEON QM SilkDryer EVO İnovatif Kurulama Havlusu - 70x90 cm,use_before,medium,13,Q2M-WCYA4000M,GYEON,GYEON QM WetCoat Nano Boya Koruma Ve Seramik Sprey Hızlı Cila - 4000 ml -Su İtici Parlak Islak Cila,wetcoat,X öncesi(nde),description,"[X öncesi(nde)] …ncuklandırır, kurulamayı kolaylaştırır GYEON Q²M WetCoat Durulama öncesi hızlı cila Hidrofobiyi artırır, havlunu…"
Q2M-TR4000M,GYEON,GYEON QM Tar REDEFINED Zift Katran Reçine Temizleyici Ve Yapışkan Sökücü - 4000 ml,use_after,medium,13,Q2M-TCYA1000M,GYEON,GYEON QM Tire Cleaner Araç Lastik Kauçuk Temizleyici - 1000 ml -Güçlü Oto Teker Temizleyici,"kaucuk,lastik",X sonrası(nda),description,[X sonrası(nda)] …n film artıklarını hızlıca temizler. • Lastik & Kauçuk İzleri — Track-day sonrası jant ve çamurluk lekelerini yok eder.…
RE200F,MG PS,MG PS Rotary Ara Kesim İnce Pasta Süngeri (Kırmızı) - 200 mm,use_after,medium,13,GRY180F-C,MG PS,MG PS Orbital Ağır Kesim Pasta Süngeri (Gri) - 175/155 mm,"agir,gri,kesim",X sonrası(nda),faq#1099,"[X sonrası(nda)] …Evet, ağır kesim (gri) ped sonrası ara adım olarak kullanılabilir.…"
SGGD233,SGCB,SGCB Plastik Trim Döşeme Sökme Aparatı Seti 4’lü – Kazıyıcı Kaldırıcı Keski Seti,use_before,medium,13,SGGD421,SGCB,SGCB Detaylı Temizlik 3’lü Fırça Seti – Araç İçi Dış Detay Fırçası Takımı | SGGD421,"detay,fircasi",X öncesi(nde),description,[X öncesi(nde)] …ırlığı ve yapışkan kalıntı temizliği • Detay fırçası ve aksesuar montajı öncesi yüzey temizleme • Günlük evsel işler v…
SGGD233,SGCB,SGCB Plastik Trim Döşeme Sökme Aparatı Seti 4’lü – Kazıyıcı Kaldırıcı Keski Seti,accessories,medium,13,SGGD421,SGCB,SGCB Detaylı Temizlik 3’lü Fırça Seti – Araç İçi Dış Detay Fırçası Takımı | SGGD421,"detay,fircasi",X aksesuarı,description,[X aksesuarı] …ırlığı ve yapışkan kalıntı temizliği • Detay fırçası ve aksesuar montajı öncesi yüzey temizleme • Günlü…
VPRO160F,MG PS,MG PS Rotary Extra Ağır Kalın Kesim Pasta Süngeri (Beyaz) - 160 mm,use_with,medium,13,22930.261.001,MENZERNA,Menzerna 1100 Keçe Uyumlu Kalın Pasta Agresif Çizik Giderici – 1 Lt,agresif,X ile (birlikte) kullan,faq#1092,[X ile (birlikte) kullan] …Menzerna Super Heavy Cut 300 ve benzeri en agresif pastalar ile kullanılır.…
22203.261.001,MENZERNA,MENZERNA Cut Force Pro Altın Seri Ağır Çizik Giderici Kalın Pasta - 1 lt,use_with,medium,12,26900.223.012,MENZERNA,MENZERNA Rotary ve Orbital Uyumlu Hare Giderici Sünger 130/150mm - Yeşil,sunger,X ile (birlikte) kullan,faq#1930,[X ile (birlikte) kullan] …abul edilebilir bir bitiş sağlamasıdır. Özellikle MENZERNA Sarı Sünger ile kullanıldığında tek adımda bitirme mümkündür.…
22771.261.001,MENZERNA,MENZERNA 2200 İnce Çizik Giderici Pasta - 1 lt,alternatives,medium,12,26900.223.012,MENZERNA,MENZERNA Rotary ve Orbital Uyumlu Hare Giderici Sünger 130/150mm - Yeşil,sunger,X benzeri/muadili,description,[X benzeri/muadili] …m uyumludur. o Dengeli Performans İçin: Menzerna Orta Sert Sünger Ped veya benzeri bir ara kat pedi kullanın. 3. Devir &am…
447129,FLEX,FLEX XFE 7-12 80 Orbital Polisaj Makinesi,accessories,medium,12,487988,FLEX,FLEX XCE/XFE Orbital Polisaj Makineleri Uyumlu Velcro Taban 150mm,"xce,xfe",X aksesuarı,description,"[X aksesuarı] …ed destek diski, Ø 75 mm Önemli Not XFE/XCE serisi makinelerde orijinal FLEX aksesuarları kullanılmadığında, titreşim artabilir,…"
492361,FLEX,FLEX BP-M D75 - PXE 80 İçin Cırtlı Tabanlık 75 mm / 3 inc,use_with,medium,12,513547,FLEX,"FLEX Pasta Cila Vidalama ve Temizlik Fırça Seti - PXE80 Mini Polisaj, DD 2G Şarjlı Matkap,3lü Fırça","mini,polisaj",X ile (birlikte) kullan,faq#1483,[X ile (birlikte) kullan] …2 inç (50-55mm) çapındaki mini polisaj pedleri ile kullanılır.…
530537,FLEX,FLEX BW Cordless Blower EC Akülü Hava Üfleyici Detay Seti,use_with,medium,12,417882,FLEX,"FLEX 10.8/18V Akü Uyumlu, LED Göstergeli Şarj Cihazı (230V - 9A)","18v,aku",X ile uyumlu,faq#1432,"[X ile uyumlu] …Evet, tüm FLEX 18V akü sistemi ile uyumludur.…"
74062,FRA-BER,FRA-BER Nanotech Koruyucu Ve Parlatıcı Hızlı Cila Vişne Kokulu ( 1:100 Konsantre) - 1000 ml,alternatives,medium,12,701003,FRA-BER,FRA-BER Bersolwax Seramik İçerikli Yeni Nesil Araç Yıkama Şampuanı - 1000 ml,"arac,seramik",X benzeri/muadili,description,"[X benzeri/muadili] …reli Etki Fra-Ber’in Nanotech ürünü, araç yüzeyinde seramik benzeri su itici bir tabaka oluşturarak hızlı k…"
79284,INNOVACAR,"INNOVACAR S2 FOAMY Enzimli PH Nötr Köpüklü Araç Yıkama Şampuanı Konsantre - 4,54 lt",use_before,medium,12,79296,INNOVACAR,INNOVACAR SC3 GLASS SEALANT Cam Su İtici Yağmur Kaydırıcı Nano Kaplama - 100 ml,"kaplama,nano",X öncesi(nde),description,"[X öncesi(nde)] …ulanmış araçların rutin temizliğinde • Nano kaplama öncesi yüzey hazırlığında • Plastik, conta ve…"
Q2-CCE200M,GYEON,GYEON Q CanCoat EVO Hidrofobik Nano Seramik Kaplama Seti - 200 ml - 9H Oto Boya Koruma-Su İtici,use_after,medium,12,Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,"prep,seramik",X üzerine uygulanır,faq#2641,"[X üzerine uygulanır] …Hayır, yalnızca iyi hazırlanmış, dekontamine edilmiş ve Q²M Prep ile yağdan arındırılmış yüzeylere veya başka bir seramik kaplamanın üzerine uygulanır.…"
Q2-QV120M,GYEON,GYEON Q QuickView Cam Su Kaydırıcı - 120 ml -Yağmur Kaydırıcı Su İtici,use_before,medium,12,Q2M-PPFIK,GYEON,GYEON QM PPF Installer Kit PPF Folyo Cam Filmi Uygulama Aparat Seti - 14 Parça,"cam,uygulama",X öncesi(nde),description,[X öncesi(nde)] …Tamamlayıcı Ürünler Ürün Amaç Uyum Q²M Clay Mild Cam dekontaminasyonu Uygulama öncesi Q²M Prep Yağ/film temizliği Bağlanmayı…
Q2-W175G,GYEON,GYEON Q Wax Hidrofobik Parlatıcı Boya Koruma - 175 gr,use_after,medium,12,Q2M-PYA4000M,GYEON,GYEON QM Prep Seramik PPF Folyo Kaplama Öncesi Yüzey Hazırlayıcı ve Temizleyici - 4000 ml,"prep,seramik",X üzerine uygulanır,faq#2109,"[X üzerine uygulanır] …Hayır, yalnızca iyi hazırlanmış, dekontamine edilmiş ve Q²M Prep ile yağı alınmış yüzeylere ya da mevcut bir seramik kaplamanın üzerine uygulanmalıdır.…"
Q2M-CLR500M,GYEON,GYEON QM Clay Lube REDEFINED Kil Kaydırıcı Yoğun Konsantre - 500 ml,use_before,medium,12,Q2M-WSYA1000M,GYEON,GYEON QM WaterSpot Kireç Çözücü Cam Su Lekesi Temizleyici Çıkarıcı - 1000 ml,"cam,lekesi,su",X öncesi(nde),description,[X öncesi(nde)] …si gömülü demir/tar sonrası son adım • Cam & Sunroof – Su lekesi ve film kalıntısı öncesi pürüzsüz yüzey • Jant & Bijon Yuvaları…
Q2M-CLR500M,GYEON,GYEON QM Clay Lube REDEFINED Kil Kaydırıcı Yoğun Konsantre - 500 ml,use_after,medium,12,Q2M-BYA4000M,GYEON,GYEON QM Bathe PH Nötr Cilalı Oto Şampuanı - 4000 ml -Yüksek Konsantre Jel Araç Yıkama Köpüğü,"bathe,notr,ph",X sonrası(nda),description,[X sonrası(nda)] …eçine çözme Kil öncesi kalıntı azaltma Q²M Bathe pH-nötr şampuan İşlem sonrası güvenli yıkama Sıkça Sorulan Sorular…
Q2M-WP,GYEON,GYEON QM Wash Pad Çift Yüzlü Araç Yıkama Eldiveni - Washpad Mikrofiber Eldiven,use_with,medium,12,Q2M-GP250M,GYEON,GYEON QM Glass Polish Cam Pastası Leke Temizleyici Kireç Çözücü Hafif Çizik Giderici - 250 ml,temizleyici,X ile uyumlu,description,[X ile uyumlu] …ğru aletler olmadan hiçbir işe yaramaz! Yüksek derecede temizleyici Q²M RestartWash ile uyumlu bir yıkama pedi sunuyoruz. Güvenli ve v…
SGGC091,SGCB,SGCB Tornador Foam Gun Hava Girişli Köpük Tabancası - 1000 ml,accessories,medium,12,SGGD135,SGCB,SGCB Foam Lance Köpük Yapıcı Karcher K Serisi Uyumlu - 1000 ml,"kopuk,yapici",X aksesuarı,description,"[X aksesuarı] …pıcı Tornador; özel yıkamalarınız için, az maliyetli bir köpük yapıcı aksesuardır. Hava kompresörüne bağlayarak, basınçlı…"
06008.056.001,MENZERNA,Menzerna 113GZ Kesici Katı Cila Kahverengi Pirinç Zamak Alüminyum Parlatıcı – 1100 Gr,use_before,medium,11,Q2-LSE50M,GYEON,GYEON Q Leather Shield EVO Deri Aksamlar İçin Koruyucu Seramik Kaplama - 50 ml,"icin,kaplama",X öncesi(nde),description,"[X öncesi(nde)] …zeylerde, ince taşlanmış materyallerde, elektro kaplama için yüksek parlaklıkta cilalama işlemi öncesi temel görev görür, mat ve homojen bir y…"
22029.261.001,MENZERNA,MENZERNA 3000 Standart Hare Giderici Cila - 1 lt,alternatives,medium,11,22200.261.001,MENZERNA,MENZERNA 400 Yeşil Seri Ağır Çizik Giderici Kalın Pasta - 1 lt,yesil,X benzeri/muadili,description,[X benzeri/muadili] …m uyumludur. o Maksimum Parlaklık İçin: Menzerna Yeşil Final Pedi veya benzeri yumuşak bir cila pedi kullanın. 3. Devi…
492361,FLEX,FLEX BP-M D75 - PXE 80 İçin Cırtlı Tabanlık 75 mm / 3 inc,use_with,medium,11,516112,FLEX,FLEX FS 140 Set PXE 80 İçin Esnek Uzatma Aparatı Seti,"80,pxe",X ile uyumlu,description,[X ile uyumlu] …imkanı sunar. Öne Çıkan Özellikler Sadece FLEX PXE 80 ile Uyumludur – Özel dişli yuvası sayesinde tam uy…
502561,FLEX,FLEX FB L 700/400 Ürün Taşıma Saklama Çantası 57cm - Omuz Askılı Dayanıklı Çok Gözlü,accessories,medium,11,417882,FLEX,"FLEX 10.8/18V Akü Uyumlu, LED Göstergeli Şarj Cihazı (230V - 9A)","cihazi,sarj",X aksesuarı,description,"[X aksesuarı] …nızı rahatlıkla taşıyabilirsiniz. Pil, şarj cihazı ve aksesuarlar için ayrı bölmeler, ön tarafta beş dış…"
700096,INNOVACAR,INNOVACAR SC1 SEALANT Hızlı Hidrofobik Seramik Bazlı Nano Koruma - 5 lt,use_before,medium,11,Q2M-EW1000M,GYEON,GYEON QM ECO Wash Seramik Katkılı Susuz Yıkama Yüzey Temizleyici ve Parlatıcı Cila - 1000 ml,"cila,seramik",X öncesi(nde),description,[X öncesi(nde)] …el bir seramik bazlı sealant ürünüdür. Özellikle cila veya seramik öncesi detaylı temizlik yapılmış yüzeylerde ku…
700097,INNOVACAR,"INNOVACAR SC0 HYDRO SEALANT Hidrofobik Seramik Bazlı Nano Koruma - 4,54 lt",use_after,medium,11,701422,INNOVACAR,INNOVACAR SM MICRON SHAMPOO Mikrofiber Bez Havlu Sünger Yıkama Şampuanı Konsantre - 1000 ml,mikrofiber,X sonrası(nda),description,[X sonrası(nda)] …lmiş ve kuru yüzeylerde elde edilir. • Sprey başlık ve mikrofiber aplikatörü kullanım sonrası durulayıp saklayın.…
700468,FRA-BER,"FRA-BER Cream Leather Deri Bakım Ve Koruyucu Parfümlü - 4,54 lt",use_with,medium,11,71132,FRA-BER,Fra-Ber Det Leather Araç Deri Koltuk Temizleyici ve Bakım – 750 Ml,"det,leather",X ile öneri,faq#923,"[X ile öneri] …Evet, yüzeyi önceden temizlemeniz önerilir, Det Leather ile detaylı temizlik yapılabilir.…"
70545,FRA-BER,FRA-BER Swing 23 Eco Alkol Bazlı Durulama Cilası (1:200 Konsantre) - 25 lt,use_with,medium,11,77075,FRA-BER,FRA-BER All Aliment Alkol Bazlı Yüzey Temizleyici Ve Dezenfektan (1:10 Konsantre) - 25 lt,"alkol,bazli",X ile (birlikte) kullan,faq#1329,[X ile (birlikte) kullan] …Alkol bazlı formülü sayesinde osmoz veya sert su ile kullanıldığında beyaz birikinti bırakmaz.…
71490,FRA-BER,"FRA-BER Neve Yoğun Köpüklü Araç Yıkama Şampuanı Cilalı Parfümlü Oto Köpüğü - 4,54 Lt",use_after,medium,11,PS0313,LITTLE JOE,Little Joe Çiçek Araç Asma Koku (Flower) -30 Gün -İpli Oto Kokusu -Ayna Parfümü,"cicek,kokusu",X sonrası(nda),description,"[X sonrası(nda)] …, yağ ve film tabakasını güvenle çözer. Çiçek kokusu yıkama sonrasında hoş bir ferahlık bırakır. ANA ÖZELLİ…"
74062,FRA-BER,FRA-BER Nanotech Koruyucu Ve Parlatıcı Hızlı Cila Vişne Kokulu ( 1:100 Konsantre) - 1000 ml,use_after,medium,11,70616,FRA-BER,FRA-BER Bersolux Cilalı Köpüklü Manuel Araç Yıkama Şampuanı (1:120 Konsantre) - 25 kg,"arac,yikama",X sonrası(nda),description,"[X sonrası(nda)] …M ALANLARI | Nerelerde Kullanılır? • Araç yıkama sonrası hızlı ve lekesiz kurutma sağlamak için,…"
79296,INNOVACAR,INNOVACAR SC3 GLASS SEALANT Cam Su İtici Yağmur Kaydırıcı Nano Kaplama - 100 ml,use_after,medium,11,700097,INNOVACAR,"INNOVACAR SC0 HYDRO SEALANT Hidrofobik Seramik Bazlı Nano Koruma - 4,54 lt","koruma,nano",X sonrası(nda),description,[X sonrası(nda)] …iz – silecek dostu moleküler bariyer • Nano koruma sonrası cam yüzeyde kolay temizlik sağlar • Ko…
79304,INNOVACAR,INNOVACAR H2O COAT Anında Hidrofobik Etki Kazandırıcı Hızlı Cila Konsantre - 1 lt,use_after,medium,11,79284,INNOVACAR,"INNOVACAR S2 FOAMY Enzimli PH Nötr Köpüklü Araç Yıkama Şampuanı Konsantre - 4,54 lt","arac,yikama",X sonrası(nda),description,[X sonrası(nda)] …M ALANLARI | Nerelerde Kullanılır? • Araç yıkama sonrası kurutma adımında • Seramik kaplama yap…
