sku,template_group,template_sub_type,specs_object
700096,paint_protection_quick,spray_wipe_sealant,"{""sub_type"":""spray_wipe_sealant"",""surface_state"":null,""needs_rinse"":null,""needs_buffing"":null,""wait_time_seconds"":null,""cure_time_hours"":null,""durability_label"":null,""durability_days_max"":null,""hydrophobicity_level"":null,""gloss_level"":null,""target_surfaces"":null,""concentrate"":null,""dilution"":null,""contains_sio2"":null,""consumption_ml_per_vehicle"":null,""layering_allowed"":null,""compatible_with_ceramic_coatings"":null,""ppf_safe"":null,""durability_months_single"":4,""durability_months_with_maintenance"":8,""consumption_ml"":30,""features"":[""Nano teknoloji"",""Moleküler film"",""5L profesyonel boyut"",""Kimyasal direnç""]}"
373680,polisher_machine,corded_rotary_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":1400,""backing_plate_supported_mm"":[""125"",""150""],""features"":""VR elektronik kontrol, yüksek tork, aşırı ısınma koruması"",""max_pad_diameter_mm"":160,""speed_range_rpm"":""1100-3700"",""spindle_thread"":""M14"",""weight_kg"":2.2,""cable_length_m"":4}"
406813,polisher_machine,corded_rotary_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":1400,""backing_plate_supported_mm"":[""125""],""speed_range"":""1100-3700 rpm"",""features"":""Ergonomik ince gövde, tetik hassasiyeti"",""max_pad_diameter_mm"":160,""speed_range_rpm"":""1100-3700"",""spindle_thread"":""M14"",""weight_kg"":2.2,""cable_length_m"":4}"
533019,polisher_machine,cordless_rotary_polisher,"{""power_source"":""Battery (Akülü)"",""voltage"":""18V"",""backing_plate_supported_mm"":[""150""],""motor_type"":""Brushless (Kömürsüz)"",""kit_contents"":[""2x 5.0Ah Akü"",""Hızlı Şarj Cihazı"",""Çanta""],""battery_capacity_ah"":5,""battery_count"":2,""speed_range_rpm"":""550-1800"",""speed_levels"":6,""weight_kg"":2.1,""runtime_minutes"":30,""charge_time_minutes"":45,""features"":[""Kömürsüz motor"",""CDC sabit elektronik"",""6 kademeli hız"",""EMS koruma sistemi"",""LED akü göstergesi""]}"
SGGF179,polisher_machine,corded_rotary_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":1200,""backing_plate_supported_mm"":[""150""],""speed_range"":""6 Kademeli Hız"",""features"":""İki aşamalı dişli redüktör, titreşim önleme"",""voltage"":220,""speed_range_rpm"":""450-1700"",""speed_levels"":6,""spindle_thread"":""M14"",""weight_kg"":3.5,""cable_length_m"":3}"
SGGF189,polisher_machine,corded_rotary_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":710,""backing_plate_supported_mm"":[""75""],""features"":""Spot onarımlar için kompakt tasarım"",""voltage"":220,""speed_range_rpm"":""800-2700"",""speed_levels"":6,""spindle_thread"":""M14"",""weight_kg"":2.4,""cable_length_m"":3}"
418072,polisher_machine,forced_rotation_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":1010,""orbit_mm"":8,""backing_plate_supported_mm"":[""125""],""features"":""Pozitif sürüş (Gear Driven), hologram yapmaz, yüksek kesim"",""power_output_watt"":590,""max_pad_diameter_mm"":160,""rotation_speed_rpm"":""140-440"",""oscillation_speed_rpm"":""2900-8600"",""weight_kg"":2.6,""cable_length_m"":4}"
533020,polisher_machine,forced_rotation_polisher,"{""power_source"":""Battery (Akülü)"",""voltage"":""18V"",""orbit_mm"":8,""motor_type"":""Brushless"",""backing_plate_supported_mm"":[""150""],""kit_contents"":[""2x 5.0Ah Akü"",""Şarj Cihazı""],""battery_capacity_ah"":5,""battery_count"":2,""rotation_speed_rpm"":""225-700"",""oscillation_speed_rpm"":""2700-8700"",""speed_levels"":6,""weight_kg"":2,""runtime_minutes"":40,""features"":[""Gear Driven"",""Dual Action"",""Kömürsüz motor"",""CDC elektronik"",""Kablosuz""]}"
447129,polisher_machine,da_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":700,""orbit_mm"":12,""backing_plate_supported_mm"":[""75""],""features"":""Serbest salınım, dar alanlar için ideal"",""max_pad_diameter_mm"":80,""speed_range_rpm"":""1800-5500"",""oscillation_speed_rpm"":""3600-10800"",""weight_kg"":2.1}"
418080,polisher_machine,da_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":710,""orbit_mm"":15,""backing_plate_supported_mm"":[""125"",""150""],""features"":""Hologramsız finisaj, düşük yüzey ısısı"",""max_pad_diameter_mm"":175,""speed_range_rpm"":""1500-4500"",""oscillation_speed_rpm"":""3000-9000"",""weight_kg"":2.4}"
533021,polisher_machine,da_polisher,"{""power_source"":""Battery (Akülü)"",""voltage"":""18V"",""orbit_mm"":15,""motor_type"":""Brushless"",""backing_plate_supported_mm"":[""150""],""battery_capacity_ah"":5,""battery_count"":2,""speed_range_rpm"":""1350-4350"",""oscillation_speed_rpm"":""2700-8700"",""speed_levels"":4,""weight_kg"":2.1,""runtime_minutes"":40,""features"":[""15mm salınım"",""Kömürsüz motor"",""CDC elektronik"",""Kablosuz"",""EMS koruma""]}"
SGGF181,polisher_machine,da_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":950,""orbit_mm"":15,""backing_plate_supported_mm"":[""125""],""features"":""Yumuşak başlatma, ergonomik tasarım"",""voltage"":220,""speed_range_rpm"":""2000-5000"",""speed_levels"":6,""weight_kg"":3.5,""cable_length_m"":3}"
SGGF190,polisher_machine,da_polisher,"{""power_source"":""Corded (Kablolu)"",""power_watt"":710,""orbit_mm"":12,""backing_plate_supported_mm"":[""75""],""features"":""Yüksek kontrol, bölgesel onarım"",""voltage"":220,""speed_range_rpm"":""2000-5000"",""speed_levels"":6,""weight_kg"":2.3,""cable_length_m"":3}"
418102,polisher_machine,mini_cordless_polisher,"{""power_source"":""Battery (Akülü)"",""voltage"":""10.8V"",""orbit_mm"":[""3"",""12"",""Rotary""],""backing_plate_supported_mm"":[""30"",""50"",""75""],""features"":""Hızlı değişim sistemi (I-Brid), hepsi bir arada"",""motor_type"":""Brushless"",""orbit_options_mm"":[3,12,""Rotary""],""max_pad_diameter_mm"":80,""speed_range_rpm"":""400-5800"",""speed_levels"":4,""weight_kg"":0.63}"
513547,polisher_machine,machine_kit,"{""kit_contents"":[""PXE 80 Nano Polisaj"",""DD 2G Şarjlı Matkap"",""3'lü Fırça""],""features"":""Detaylı temizlik ve polisaj için komple set"",""power_source"":""Battery"",""voltage"":10.8}"
SGGF273,polisher_machine,mini_cordless_polisher,"{""power_source"":""Battery (Akülü)"",""voltage"":""12V"",""features"":""65 parça aksesuar seti, fırçasız motor"",""battery_capacity_ah"":2.5,""battery_count"":2,""motor_type"":""Brushless"",""orbit_options_mm"":[3,12,""Rotary""],""backing_plate_supported_mm"":[25,50,75],""speed_range_rpm"":""400-6000"",""weight_kg"":0.629,""runtime_minutes"":20,""charge_time_minutes"":60,""accessory_count"":65}"
447706,polisher_machine,sander,"{""power_source"":""Corded"",""power_watt"":400,""orbit_mm"":5,""features"":""Kömürsüz motor, titreşim sönümleme"",""backing_plate_diameter_mm"":150,""motor_type"":""Brushless""}"
530632,polisher_machine,sander,"{""power_source"":""Corded"",""power_watt"":260,""features"":""Hız ayarlı, kömürsüz motor"",""orbit_mm"":2,""sanding_pad_size_mm"":""198x70"",""speed_range_rpm"":""5000-10000"",""oscillation_speed_rpm"":""10000-20000"",""motor_type"":""Brushless"",""weight_kg"":1.3,""cable_length_m"":4}"
516112,polisher_machine,other,"{""sub_type"":""other"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""accessory_type"":""extension_shaft"",""compatible_machine"":""PXE 80"",""shaft_length_cm"":140,""max_speed_rpm"":6000,""features"":[""Aparatsız montaj"",""Hızlı değişim sistemi"",""140cm esneklik""]}"
513547-01,polisher_machine,mini_cordless_polisher,"{""sub_type"":""mini_cordless_polisher"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""voltage"":10.8,""motor_type"":""Brushless"",""max_torque_nm"":34,""features"":[""Matkap+Fırça seti"",""Fırçasız motor"",""Detaylı temizlik için""]}"
SGGC055,polisher_machine,other,"{""sub_type"":""other"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""tornador_cleaning_gun"",""air_pressure_psi"":90,""air_pressure_bar"":6.2,""rpm"":8000,""tank_capacity_ml"":1000,""material"":""HDPE + Alüminyum"",""features"":[""Çift yönlü mandal"",""Seyreltme göstergesi"",""Bilya sistemi"",""Yedek parça dahil""]}"
532579,polisher_machine,other,"{""sub_type"":""other"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""heat_gun"",""power_watt"":2000,""voltage"":230,""temperature_range_c"":""50-650"",""temperature_step_c"":10,""airflow_l_min"":""250-500"",""airflow_levels"":2,""cable_length_m"":4,""weight_g"":700,""features"":[""LCD ekran"",""Sabit sıcaklık teknolojisi"",""4 nozul dahil"",""Koruyucu tutamak""]}"
SGGC086,polisher_machine,other,"{""sub_type"":""other"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""air_blow_gun"",""max_pressure_psi"":230,""max_pressure_bar"":16,""working_pressure_psi"":""90-120"",""working_pressure_bar"":""6.2-8"",""material"":""PP + Plastik uç"",""features"":[""Yumuşak plastik uç"",""Çift yönlü askı aparatı"",""Ergonomik tasarım"",""Çizme karşıtı""]}"
530537,polisher_machine,mini_cordless_polisher,"{""sub_type"":""mini_cordless_polisher"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""cordless_air_blower"",""voltage"":18,""motor_type"":""Brushless"",""speed_levels"":3,""battery_capacity_ah"":5,""charger_included"":true,""features"":[""EC fırçasız motor"",""3 hava üfleme modu"",""Değiştirilebilir nozullar"",""Kompakt tasarım""]}"
SGGS003,polisher_machine,other,"{""sub_type"":""other"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""air_blow_gun"",""nozzle_type"":""short"",""material"":""PA66"",""dimensions_mm"":""179x90x25"",""weight_g"":117,""features"":[""Konik açılı kısa nozul"",""PA66 plastik gövde"",""Çift kanca sistemi"",""Alüminyum iç parçalar""]}"
SGGS006,polisher_machine,other,"{""sub_type"":""other"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""air_blow_gun"",""nozzle_type"":""long"",""material"":""PA66"",""dimensions_mm"":""225x90x25"",""weight_g"":124,""features"":[""Konik açılı uzun nozul"",""PA66 plastik gövde"",""Çift kanca sistemi"",""Alüminyum iç parçalar""]}"
GRY4535,polisher_machine,mini_cordless_polisher,"{""sub_type"":""mini_cordless_polisher"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""mini_polishing_pad"",""pad_type"":""cutting"",""base_diameter_mm"":35,""surface_diameter_mm"":45,""height_mm"":15,""hardness"":""Hard"",""cell_structure"":""Open"",""color"":""Grey"",""pack_quantity"":5,""compatible_machine"":""Nano/Mini polisher""}"
GPRO6555,polisher_machine,mini_cordless_polisher,"{""sub_type"":""mini_cordless_polisher"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""mini_polishing_pad"",""pad_type"":""finishing"",""base_diameter_mm"":55,""surface_diameter_mm"":65,""height_mm"":15,""hardness"":""Medium-Soft"",""cell_structure"":""Open"",""color"":""Yellow"",""pack_quantity"":5,""compatible_machine"":""Nano/Mini polisher""}"
GPRO4535,polisher_machine,mini_cordless_polisher,"{""sub_type"":""mini_cordless_polisher"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""mini_polishing_pad"",""pad_type"":""finishing"",""base_diameter_mm"":35,""surface_diameter_mm"":45,""height_mm"":15,""hardness"":""Medium-Soft"",""cell_structure"":""Open"",""color"":""Yellow"",""pack_quantity"":5,""compatible_machine"":""Nano/Mini polisher""}"
BUR045,polisher_machine,mini_cordless_polisher,"{""sub_type"":""mini_cordless_polisher"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""mini_polishing_pad"",""pad_type"":""heavy_cutting"",""base_diameter_mm"":45,""surface_diameter_mm"":45,""height_mm"":15,""hardness"":""Hard"",""cell_structure"":""Open"",""color"":""Burgundy"",""shape"":""Flat"",""pack_quantity"":1,""compatible_machine"":""Nano/Mini polisher""}"
GPRO045,polisher_machine,mini_cordless_polisher,"{""sub_type"":""mini_cordless_polisher"",""power_source"":null,""power_watt_or_voltage"":null,""speed_range"":null,""weight_kg"":null,""backing_plate_supported_mm"":null,""orbit_mm"":null,""battery_included"":null,""kit_contents"":null,""product_type"":""mini_polishing_pad"",""pad_type"":""finishing"",""base_diameter_mm"":35,""surface_diameter_mm"":45,""height_mm"":15,""hardness"":""Medium-Soft"",""cell_structure"":""Open"",""color"":""Yellow"",""shape"":""Flat"",""pack_quantity"":1,""compatible_machine"":""Nano/Mini polisher""}"
336807,spare_part,carbon_brush,"{""compatible_device"":""FLEX PE 8-4, XFE 7-12"",""part_type"":""Motor Kömürü"",""quantity"":2}"
399647,spare_part,carbon_brush,"{""compatible_device"":""FLEX PE 14-2, XFE 7-15"",""part_type"":""Motor Kömürü"",""quantity"":2}"
81676800,spare_part,maintenance_kit,"{""compatible_device"":[""IK FOAM 1.5"",""IK FOAM PRO 2""],""kit_contents"":[""Nozzle"",""Keçe""],""quantity"":1}"
81771871,spare_part,nozzle_kit,"{""compatible_device"":[""IK MULTI 1.5"",""IK MULTI PRO 2""],""kit_contents"":[""Ayarlanabilir Nozzle"",""Açılı Nozzle""],""quantity"":1}"
81771874,spare_part,maintenance_kit,"{""compatible_device"":[""IK MULTI 1.5"",""IK PRO 2""],""kit_contents"":[""Valf"",""Conta"",""O-ring""],""quantity"":6}"
82671874,spare_part,maintenance_kit,"{""compatible_device"":[""IK MULTI 6/9/12"",""IK MULTI PRO 9/12""],""kit_contents"":[""Conta"",""Bilezik"",""Valf""],""quantity"":9}"
487953,spare_part,backing_plate,"{""diameter_mm"":125,""compatible_device"":[""FLEX XCE"",""FLEX XFE""],""attachment_type"":""Velcro"",""material"":""Esnek PU""}"
487988,spare_part,backing_plate,"{""diameter_mm"":150,""compatible_device"":[""FLEX XCE"",""FLEX XFE""],""attachment_type"":""Velcro"",""material"":""Esnek PU"",""height_mm"":10}"
492353,spare_part,backing_plate,"{""diameter_mm"":30,""compatible_device"":[""FLEX PXE 80""],""attachment_type"":""Velcro"",""material"":""PU"",""hardness"":""Orta""}"
509248,spare_part,backing_plate,"{""diameter_mm"":50,""compatible_device"":[""FLEX PXE 80""],""attachment_type"":""Velcro"",""material"":""PU"",""hardness"":""Orta""}"
492361,spare_part,backing_plate,"{""diameter_mm"":75,""compatible_device"":[""FLEX PXE 80""],""attachment_type"":""Velcro"",""material"":""PU"",""hardness"":""Orta""}"
SGGD166,spare_part,backing_plate,"{""diameter_mm"":[1,2],""compatible_device"":""Mini Polisaj Makineleri"",""quantity"":2}"
SGGF181-57,spare_part,backing_plate,"{""diameter_mm"":125,""compatible_device"":""SGCB Orbital"",""features"":""Delikli/Soğutmalı"",""material"":""Kauçuk + Sünger + Plastik""}"
SGGD051,spare_part,backing_plate,"{""diameter_mm"":125,""compatible_device"":""Rotary M14"",""material"":""Silikon/Esnek"",""thread_size"":""M14""}"
SGGD053,spare_part,backing_plate,"{""diameter_mm"":150,""compatible_device"":""Rotary M14"",""material"":""Silikon/Esnek"",""thread_size"":""M14""}"
26.935.099.001,spare_part,backing_plate,"{""diameter_mm"":148,""compatible_device"":""Rotary M14"",""material"":""Metal+PVC"",""color"":""Kırmızı"",""thread_size"":""M14""}"
26.931.099.001,spare_part,backing_plate,"{""diameter_mm"":123,""compatible_device"":""Rotary M14"",""color"":""Kırmızı"",""material"":""Metal + PVC"",""thread_size"":""M14""}"
26.934.099.001,spare_part,backing_plate,"{""diameter_mm"":75,""compatible_device"":""Rotary M14"",""color"":""Kırmızı"",""material"":""Metal + PVC"",""thread_size"":""M14""}"
SGYC010,spare_part,repair_part,"{""compatible_device"":""SGCB Tornador"",""part_type"":""Boncuk""}"
SGYC011,spare_part,repair_part,"{""compatible_device"":""SGCB Tornador"",""part_type"":""Kılcal Hortum"",""material"":""Plastik""}"
83371816,spare_part,trigger_gun,"{""compatible_device"":""IK PPF 12"",""features"":""Ayarlanabilir Konik Nozul""}"
83371602,spare_part,nozzle,"{""compatible_device"":""IK PPF 12"",""part_type"":""Uç""}"
82671836,spare_part,hose,"{""length_m"":6,""compatible_device"":""IK Pompalar"",""features"":""Kimyasal Dayanımlı"",""diameter_mm"":12}"
83371836,spare_part,hose,"{""length_m"":4,""type"":""Spiral"",""compatible_device"":""IK Pompalar"",""features"":[""Kimyasal Dayanımlı"",""Otomatik Toplanır""]}"
82671872,spare_part,handle,"{""material"":""INOX (Paslanmaz Çelik)"",""compatible_device"":""IK Pompalar""}"
79643,spare_part,trigger_head,"{""thread_size"":""28/410"",""output_cc"":1.3,""features"":""Kimyasal Dayanımlı"",""gasket_type"":""EPDM""}"
8447,spare_part,trigger_head,"{""thread_size"":""28/400"",""features"":""360 Derece Atım"",""color"":""Beyaz"",""output_cc"":1.3,""gasket_type"":""NBR""}"
79258,spare_part,trigger_head,"{""thread_size"":""28/400"",""features"":""Kimyasal Dayanımlı"",""color"":""Siyah"",""output_cc"":1.3,""gasket_type"":""NBR""}"
8410,spare_part,trigger_head,"{""thread_size"":""28/400"",""features"":""360 Derece Atım"",""color"":""Beyaz"",""output_cc"":1.3,""gasket_type"":""NBR""}"
445894,spare_part,battery,"{""voltage"":""18V"",""capacity"":""5.0Ah"",""compatible_device"":""FLEX Akülü Makineler"",""weight_gr"":720,""features"":[""EMS Koruma"",""Hızlı Şarj"",""Şarj Göstergesi""]}"
417882,spare_part,charger,"{""voltage"":""10.8V/18V"",""features"":""Hızlı Şarj, LED Gösterge"",""input_voltage"":""230V"",""charge_current"":""9A"",""weight_gr"":890}"
458813,spare_part,extension_kit,"{""thread_type"":""M14"",""kit_contents"":[""50mm"",""80mm"",""120mm Uzatma""],""compatible_device"":""Rotary Makineler"",""max_pad_diameter_mm"":80}"
81676,sprayers_bottles,foaming_pump_sprayer,"{""capacity_liters"":2,""chemical_resistance"":[""Acid"",""Alkaline"",""Neutral""],""max_pressure_bar"":3,""features"":""Kuru ve yoğun köpük üretimi, emniyet valfi"",""capacity_total_lt"":1.9,""capacity_usable_lt"":1.25,""nozzle_type"":""Yelpaze tipi köpük nozul"",""foam_adjustable"":true,""safety_valve"":true,""weight_net_kg"":0.56}"
81678,sprayers_bottles,foaming_pump_sprayer,"{""capacity_liters"":2,""compressed_air_connection"":true,""features"":""Kompresör sibop girişi, sürekli köpük imkanı"",""capacity_total_lt"":1.9,""capacity_usable_lt"":1.25,""max_pressure_bar"":3,""nozzle_type"":""Yelpaze tipi köpük nozul"",""chemical_resistance"":[""Asitler"",""Köpük yapıcılar"",""pH nötr""],""foam_adjustable"":true,""safety_valve"":true,""compressor_connection"":true,""valve_type"":""Schrader (üniversal)"",""weight_net_kg"":0.56}"
81776,sprayers_bottles,foaming_pump_sprayer,"{""capacity_liters"":1.5,""chemical_resistance"":[""Chemicals""],""features"":""Geniş ağız, ergonomik tasarım"",""capacity_total_lt"":1.5,""capacity_usable_lt"":0.75,""max_pressure_bar"":3,""nozzle_type"":""Köpük yapıcı açılı özel nozul"",""foam_adjustable"":true,""safety_valve"":true,""spare_foam_filters"":10,""weight_net_kg"":0.46}"
82676,sprayers_bottles,foaming_pump_sprayer,"{""capacity_liters"":12,""hose_length_m"":1.5,""features"":""Profesyonel geniş hacim, taşıma askısı"",""capacity_total_lt"":10,""capacity_usable_lt"":6,""max_pressure_bar"":4,""gun_length_cm"":47,""gun_material"":""Fiberglas"",""nozzle_type"":""Köpük yapıcı açılı özel nozul"",""foam_adjustable"":true,""compressor_connection"":true,""safety_valve"":true,""weight_net_kg"":2.57}"
81675,sprayers_bottles,pump_sprayer,"{""capacity_liters"":2,""chemical_resistance"":[""Acid"",""Disinfectant""],""spray_pattern_adjustable"":true,""features"":""360 derece atım, asit dayanımı"",""capacity_total_lt"":1.9,""capacity_usable_lt"":1.5,""max_pressure_bar"":2.5,""flow_rate_lpm"":0.5,""spray_360_degree"":true,""nozzle_type"":""Ayarlanabilir universal + Açılı sıvı nozul"",""safety_valve"":true,""weight_net_kg"":0.56}"
84177,sprayers_bottles,trigger_sprayer,"{""capacity_liters"":1,""chemical_resistance"":[""Alkaline"",""Alcohol""],""features"":""360 derece atım, şeffaf seviye göstergesi"",""nozzle_type"":""Ayarlanabilir Konik"",""weight_g"":180,""made_in"":""İspanya""}"
84173,sprayers_bottles,trigger_sprayer,"{""capacity_liters"":0.6,""features"":""Kompakt boyut, 360 derece kullanım"",""chemical_resistance"":[""Alkaline"",""Ketones"",""Alcohol"",""Disinfectants"",""pH Neutral""],""weight_g"":180,""made_in"":""İspanya""}"
81774,sprayers_bottles,pump_sprayer,"{""capacity_liters"":1.5,""chemical_resistance"":[""Solvent"",""Petroleum"",""Oil""],""features"":""Ağır kimyasal ve solvent dayanımı"",""usable_capacity_liters"":1,""pressure_bar"":2.5,""flow_rate"":""0.50 l/dk"",""nozzle_type"":""Ayarlanabilir Universal"",""weight_g"":460,""made_in"":""İspanya""}"
84174,sprayers_bottles,trigger_sprayer,"{""capacity_liters"":1,""chemical_resistance"":[""Solvent"",""Tar Remover""],""features"":""Zift ve balata temizleyiciler için ideal"",""capacity_total_lt"":1,""seal_type"":""Solvent dayanımlı"",""trigger_material"":""PP"",""weight_net_kg"":null}"
81777,sprayers_bottles,pump_sprayer,"{""capacity_liters"":1.5,""chemical_resistance"":[""Alkaline"",""Alcohol""],""features"":""EPDM conta, genel temizleyicilerle uyumlu"",""capacity_total_lt"":1.5,""capacity_usable_lt"":1,""max_pressure_bar"":2.5,""flow_rate_lpm"":0.5,""nozzle_type"":""Ayarlanabilir universal + Açılı sıvı nozul"",""safety_valve"":true,""seal_type"":""EPDM"",""weight_net_kg"":0.46}"
83371,sprayers_bottles,pump_sprayer,"{""capacity_liters"":12,""material"":""INOX (Paslanmaz Çelik)"",""features"":""Manometre, film uygulamaları için özel"",""capacity_total_lt"":15,""capacity_usable_lt"":12,""max_pressure_bar"":6,""hose_length_m"":4,""tank_material"":""INOX (Paslanmaz Çelik)"",""nozzle_type"":""Konik ve yelpaze nozul"",""pressure_gauge"":true,""safety_valve"":true,""chemical_resistance"":[""Alkol bazlı çözeltiler"",""Seyreltilmiş asitler"",""pH nötr""],""weight_net_kg"":5}"
18802,sprayers_bottles,pump_sprayer,"{""capacity_liters"":1.8,""chemical_resistance"":[""Acid""],""seal_type"":""Viton"",""features"":""Asitli jant temizleyiciler için ideal"",""capacity_total_lt"":1.86,""capacity_usable_lt"":1.5,""max_pressure_bar"":3,""nozzle_type"":""Ayarlanabilir"",""safety_valve"":true,""pump_material"":""PP"",""weight_net_kg"":null}"
18810,sprayers_bottles,pump_sprayer,"{""capacity_liters"":1.8,""chemical_resistance"":[""Alkaline"",""Alcohol""],""seal_type"":""EPDM"",""capacity_total_lt"":1.86,""capacity_usable_lt"":1.5,""max_pressure_bar"":3,""nozzle_type"":""Ayarlanabilir"",""safety_valve"":true,""pump_material"":""PP"",""weight_net_kg"":null}"
18853,sprayers_bottles,foaming_pump_sprayer,"{""capacity_liters"":1.8,""chemical_resistance"":[""Alkaline""],""features"":""110 derece fan atım, EPDM conta"",""capacity_total_lt"":1.86,""capacity_usable_lt"":1,""max_pressure_bar"":3,""nozzle_type"":""110° fan etkili köpük nozulu"",""foam_adjustable"":true,""foam_levels"":4,""seal_type"":""EPDM"",""safety_valve"":true,""pump_material"":""PP"",""weight_net_kg"":null}"
26005,sprayers_bottles,pump_sprayer,"{""capacity_liters"":1.8,""chemical_resistance"":[""Solvent"",""Petroleum"",""Aggressive Chemicals""],""features"":""En yüksek kimyasal direnç (Ultimate seri)"",""capacity_total_lt"":1.86,""capacity_usable_lt"":1.5,""nozzle_type"":""Ayarlanabilir konik sprey"",""seal_type"":""Solvent/Petrol dayanımlı özel conta"",""tank_wall"":""Kalın duvarlı"",""pump_material"":""PP"",""weight_net_kg"":null}"
20450,sprayers_bottles,pump_sprayer,"{""capacity_liters"":1.3,""features"":""360 derece kullanım, şeffaf hazne"",""capacity_total_lt"":1.31,""capacity_usable_lt"":1,""spray_360_degree"":true,""nozzle_type"":""Ayarlanabilir (ince sis - düz jet)"",""seal_type"":""NBR (Nitril kauçuk)"",""chemical_resistance"":[""Su bazlı deterjanlar"",""pH nötr ürünler""],""pump_material"":""PP"",""continuous_spray_lock"":true,""weight_net_kg"":null}"
21746,sprayers_bottles,foaming_pump_sprayer,"{""capacity_liters"":11,""features"":""Geniş hacim, köpük yapıcı"",""capacity_total_lt"":11.23,""capacity_usable_lt"":6,""max_pressure_bar"":3,""hose_length_m"":2,""nozzle_type"":""Kavisli köpük lans, 110° fan açısı"",""foam_adjustable"":true,""seal_type"":""EPDM"",""chemical_resistance"":[""Alkaliler"",""Ketonlar"",""Alkoller""],""safety_valve"":true,""pressure_gauge"":true,""compressor_connection"":true,""pump_material"":""PP"",""weight_net_kg"":null}"
123456,sprayers_bottles,pump_sprayer,"{""capacity_liters"":10,""application_area"":""PPF & Tint"",""features"":""Film uygulamaları için özel beyaz/siyah tasarım"",""function"":""PPF ve Cam Filmi Uygulama Pompası"",""capacity_ml"":9880,""working_capacity_ml"":7900,""max_pressure_bar"":3,""hose_length_m"":3.1,""seal_type"":""NBR"",""bottle_color"":""Beyaz"",""head_color"":""Siyah"",""trigger_material"":""PP"",""made_in"":""İtalya""}"
79587-643,sprayers_bottles,trigger_sprayer,"{""capacity_liters"":1,""trigger_type"":""Canyon"",""color_code"":""Blue"",""features"":""Ölçekli, kimyasal dayanıklı Canyon başlık"",""capacity_ml"":1000,""dilution_scale"":""1:1 - 1:20"",""dilution_steps_ml"":50,""trigger_pump_volume_cc"":1.3,""thread_standard"":""28-410"",""body_material"":""HDPE"",""trigger_material"":""PP/PE + EPDM conta"",""color"":""Mavi"",""nozzle_adjustable"":true,""off_position"":true}"
79588-643,sprayers_bottles,trigger_sprayer,"{""capacity_liters"":1,""trigger_type"":""Canyon"",""color_code"":""Black"",""capacity_ml"":1000,""dilution_scale"":""1:1 - 1:20"",""dilution_steps_ml"":50,""trigger_pump_volume_cc"":1.3,""thread_standard"":""28-410"",""body_material"":""HDPE"",""trigger_material"":""PP/PE + EPDM conta"",""color"":""Siyah"",""nozzle_adjustable"":true,""off_position"":true}"
